id,name,year,month,day,hour,text,location,lang
1.30286E+18,s/v,2020,Sep,07,06:25:07,"東京都では、9月7日、新たに77人が新型コロナウイルスに感染していることが確認されました。
新規感染者数が2日連続で181人を下回りました。
4日連続で211人を下回りました。
116人を下回るのは7日ぶりです。
100人を下回る… https://t.co/3Qph4as6wU",東京県東京郡,ja
1.30286E+18,🌟デイジー⚾🏄🍷🎸🎨🐾🌟,2020,Sep,07,06:25:02,世界初、プラズマクラスター技術で、空気中に浮遊する 「新型コロナウイルス」の減少効果を実証 https://t.co/pNNvfAaLsN,,ja
1.30286E+18,即日、入手できるマスク&除菌商品の入荷･在庫速報!コロナ感染予防に役立つ情報を発信!,2020,Sep,07,06:24:54,"免疫力を高める

コロナウイルスだけでなく、風邪、インフルエンザ、その他の感染症予防にも効果的です。健康的な生活を送るために日頃から免疫力を高める生活を心がけましょう。
免疫力を高めるポイントは食事・睡眠・運動です。",,ja
1.30286E+18,Fly@COMSA難民,2020,Sep,07,06:24:50,"つまりコロナウイルスが「人為的に作られた」と立証できれば・・・難しそうだなぁ
それでも請求するだけすればいいのに
近隣諸国を見習ってさ（やば、刺される）
#Yahooニュースのコメント https://t.co/pd8gV9HXhK",,ja
1.30286E+18,毎日新聞,2020,Sep,07,06:24:47,東京都は7日、都内で新型コロナウイルスの感染者が新たに77人確認されたと発表しました。https://t.co/zmRib7NyYD,東京都千代田区,ja
1.30286E+18,金八先生,2020,Sep,07,06:24:45,"国際オリンピック委員会（ＩＯＣ）のジョン・コーツ調整委員長は７日、「新型コロナウイルスにかかわらず、東京五輪は開催するだろう」と述べた。

わかりました、役員だけで実施して下さい。(笑)",,ja
1.30286E+18,Hamagoro(´・ω・｀),2020,Sep,07,06:24:37,"加えてコロナウイルスを患った後は以前のようなパフォーマンスが難しくなるのは間違いないな。
プロスポーツ選手にとっては致命傷やな(´・ω・｀)",Xion Town,ja
1.30286E+18,Puru♥～ぷる～,2020,Sep,07,06:24:09,"新型コロナウイルス対策徹底中！

☎️06-6556-9311

▼当店の取り組みについてはコチラ
 https://t.co/olveM4mNQa #もえなび！ #コロナウイルス対策",大阪 大阪市 浪速区,ja
1.30286E+18,黄鶴童子（ぱんでみっくころなちゃん）,2020,Sep,07,06:23:53,"新型コロナウイルス(COVID-19)のほぼリアルタイム状況を知りたい人はジョンズ・ホプキンズ大学の特設サイトを見てみてねー。回復した人数もわかるよー。
https://t.co/LgTAKHr9p8
https://t.co/mNAFgFxWEM","Tokyo,Japan",ja
1.30286E+18,nots™,2020,Sep,07,06:23:47,“東京都 新型コロナ 77人感染確認 100人下回るのは8月24日以来 | 新型コロナウイルス | NHKニュース” https://t.co/I56AMpvz5r,Japan,ja
1.30286E+18,AIポータルメディア「AIsmiley」,2020,Sep,07,06:23:40,"［社説］非接触テクノロジーの普及を急げ

無人走行するロボットが荷物を運び、公共施設の消毒を担う。新型コロナウイルスの感染拡大を防ごうと、人同士の接触を避ける技術の導入が世界で加速している。
https://t.co/12mKVwriUR",東京都渋谷区恵比寿,ja
1.30286E+18,龍弥,2020,Sep,07,06:23:33,@Lupopo_cafe @komorebi_kao ハロー。こんにちは。台風の影響や天気予報が気がかりだなぁ～。残暑が厳しいですが、熱中症と新型コロナウイルスに気をつけて。 #かわいい #アザトカワイイ #♭♫♪❁♠♣♦♥(◕ั◡◕ั✿ฺ)♥♦♣♠❁♪♫♭#,愛知県名古屋市（実家：大学に通学）→東京都吉祥寺（マンション：新卒内定見送りにより、フリーランス&クラウドワーカー）→軽井沢（別荘：コロナ対策で避難）,ja
1.30285E+18,ＹＡにゃんこ（ありりん）,2020,Sep,07,06:23:26,静岡）子どもの読書機会守れ　本は需要増、読書の場制限 [新型コロナウイルス]：朝日新聞デジタル https://t.co/5BxtS7gmqY,首都圏にゃ,ja
1.30285E+18,KAZMINUTES,2020,Sep,07,06:23:25,インドのコロナウイルス感染はいくつかの鉄道サービスが再開するとブラジルを追い越します(reuters)(自動翻訳)https://t.co/hyiZc478bq,Japan,ja
1.30285E+18,しばにゃん,2020,Sep,07,06:23:17,"シャープ　プラズマクラスターで
新型コロナウイルス減少効果を実証

プラズマクラスター売り切れそうですね
https://t.co/xKJri36jBs",,ja
1.30285E+18,ドレミおばさん微熱続行中,2020,Sep,07,06:22:56,"まだまだ油断は禁物。
月曜日はいつも少ない。神奈川（特に横浜市）の感染拡大も心配です。市内小学校でも、クラスター。

東京都 新型コロナ 77人感染確認 100人下回るのは8月24日以来 | 新型コロナウイルス | NHKニュース https://t.co/Ve7OEBbR5b",,ja
1.30285E+18,山ちゃん。,2020,Sep,07,06:22:48,"@rkbryo 今年はこの不測の事態だから仕方ない。

急に出演者が新型コロナウイルス感染したり、
裏方さん達も家族が有り、家庭内感染したら大変。
年内一杯いや来年3月まで、この様な事が起こると思ってた方が良いと思う。
新型コロナウイルス感染は明日は我が身。",福岡市,ja
1.30285E+18,龍弥,2020,Sep,07,06:22:46,@Lupopo_cafe るぽぽコーヒー飲んでみたい。 ハロー。こんにちは。台風の影響や天気予報が気がかりだなぁ～。残暑が厳しいですが、熱中症と新型コロナウイルスに気をつけて。 #かわいい #アザトカワイイ #♭♫♪❁♠♣♦♥(… https://t.co/eU7SlgCu0M,愛知県名古屋市（実家：大学に通学）→東京都吉祥寺（マンション：新卒内定見送りにより、フリーランス&クラウドワーカー）→軽井沢（別荘：コロナ対策で避難）,ja
1.30285E+18,fukuno_helios,2020,Sep,07,06:22:40,"【9/26(土)開催OYA×nyb】新型コロナウイルス感染症対策について
https://t.co/5ckZ74WPli
全国公文協や自治体のガイドラインに加え、ヘリオス独自のガイドラインを設け対策を行います。詳しくはHPをご覧ください。","Nanto,Toyama",ja
1.30285E+18,新潟県広報広聴課,2020,Sep,07,06:22:34,日本中央競馬会(JRA)から、「新潟県新型コロナウイルス感染症対策等応援基金」への募金が贈呈されます 【詳細はこちら→ https://t.co/a5WFKhiGx5】,新潟市中央区新光町４番地１,ja
1.30285E+18,けいご,2020,Sep,07,06:22:27,"9月7日😷
東京都、新型コロナウイルスの感染者77人です。",,ja
1.30285E+18,井岡正徳(奈良県議会議員),2020,Sep,07,06:22:18,"本日（９月7日）午後３時時点の新型コロナウイルス感染者・患者の情報です。
奈良県において新型コロナウイルス感染症の新規感染者は、7月3日（66日）ぶりに0人でした。",奈良県磯城郡田原本町,ja
1.30285E+18,KOEBON-中井亮太郎,2020,Sep,07,06:22:16,情報BOX:新型コロナウイルス、世界の感染者2710万人超す 死者約88.6万人 https://t.co/R4tqhyOs4i,東京 荒川区,ja
1.30285E+18,あせろら,2020,Sep,07,06:22:06,"7081 JQS コーユーレンティア 85.86億
オリンピック関連銘柄

IOC調査委員長の「新型コロナウイルスにかかわらず、東京五輪は開催するだろう」との発言から。
https://t.co/LHJMFtonuI https://t.co/PfSmDnGlWg",,ja
1.30285E+18,八幡市観光協会,2020,Sep,07,06:22:00,"新型コロナウイルスの影響を受けた京都府内の観光振興を目指してお得に周遊できるフリーパスを発売中！
京阪石清水八幡宮駅前の観光案内所でも、お茶の京都エリア「もうひとつの京都 周遊パス」を取り扱い中です。
詳しくは京都府ホームページを… https://t.co/WhvyQShXmz",京都府八幡市,ja
1.30285E+18,かな@倉科明日香FC,2020,Sep,07,06:21:51,東京都は7日午後3時時点の速報値で都内で新たに77人が新型コロナウイルスに感染していることを確認したと発表しました。1日… https://t.co/Mgslhpb8mB,ナシマホウ界及びビッグヒューマル,ja
1.30285E+18,エアスピリッツ ウイルス厳重警戒❕,2020,Sep,07,06:21:33,"まさか…収束？
いい傾向だ。東京都７７人

東京都は7日午後3時時点の速報値で都内で新たに77人が新型コロナウイルスに感染していることを確認したと発表しました。1日… https://t.co/xkg88nrd4e",富山県出身・西東京市,ja
1.30285E+18,UG,2020,Sep,07,06:21:32,"[気になるモノ] シャープのプラズマクラスター技術が新型コロナウイルス減少効果を実証したそうです！次はシャープだな！
#covid19 #コロナ #プラズマクラスター #空気清浄機
https://t.co/LzLi4M3VRR",,ja
1.30285E+18,【公式】マイナビニュース 企業IT,2020,Sep,07,06:21:32,プラズマクラスター技術で空気中の新型コロナウイルスを90％以上削減できると実証 https://t.co/EosT4blGT9,東京都千代田区一ツ橋一丁目1番1号,ja
1.30285E+18,2020目標トランキーロ会入会✨てちゅ😊,2020,Sep,07,06:21:31,"東京都は7日午後3時時点の速報値で都内で新たに77人が新型コロナウイルスに感染していることを確認したと発表しました。1日… https://t.co/BMwTRiz2za

東京の感染者数、二桁になった！
月曜とはいえ、減るのはいいこと。
油断せずこのまま頑張るのだ！",,ja
1.30285E+18,(・∀・)bｫｩｨｪ,2020,Sep,07,06:21:15,"シャープ、プラズマクラスター技術で空気中の新型コロナ９割減少　不活化効果を実証
https://t.co/waXiDPeDgu
空気中に浮遊する新型コロナウイルスにプラズマクラスターイオンを約30秒照射すると、感染性を持つウイルス… https://t.co/RZ0TdEcpw7",南国,ja
1.30285E+18,かめ吉,2020,Sep,07,06:21:11,"“AFPによれば、東京五輪の準備状況を監督する調整委員会の委員長を兼務するコーツ氏は「新型コロナウイルスの感染拡大のあるなしに関わらず開催されるだろう。来年７月23日に開幕することになる」と述べた。”

“報道を受け７日の東京株式… https://t.co/gqHiBfL7Ge",,ja
1.30285E+18,上田令子(東京都議/自由を守る会代表）,2020,Sep,07,06:21:08,"対象者：
・一般財団法人
・一般社団法人
・NPO法人
・事業協同組合等で構成員の半数以上が都内中小企業
　である

対象事業：業界団体や公的機関が作成した新型コロナウイルス感染 　拡大予防ガイドライン等に基づく感染予防対策の取組

対象経費：「内装・設備工事費」「備品購入費」",東京都江戸川区,ja
1.30285E+18,加藤勝信,2020,Sep,07,06:21:05,"自由民主党党員・党友の皆様へ
自由民主党総裁選挙及び総裁選予備選挙投票のお願い
平素より自由民主党、そして私、加藤勝信に対して温かいご支援を賜り心から御礼申し上げます。
また、新型コロナウイルスの感染拡大防止に際し国民の皆様の多大なるご協力を得ましたことに改めて御礼申し上げます",,ja
1.30285E+18,岡三オンライン証券＜公式＞,2020,Sep,07,06:20:56,【為替】 来夏延期の東京五輪だがIOC調整委員長が「新型コロナウイルスに関わらず、東京五輪は開催するだろう」との期待発言。本日の東京都では感染者数が77人と低減データ。期待を抱きつつ、マスク・手洗い・うがい、か。(15:20武部力也) #市況 #為替 #FX,東京都中央区銀座,ja
1.30285E+18,MaveRick@HyloMedia,2020,Sep,07,06:20:50,新型コロナウイルス感染症に関する情報【ひろめでぃあ 鹿児島県(9月 7日 15時 20分)with Google Translate 】 https://t.co/ZsuQIOZv0U,japan,ja
1.30285E+18,MaveRick@HyloMedia,2020,Sep,07,06:20:50,新型コロナウイルス感染症に関する情報【ひろめでぃあ 鹿児島県(9月 7日 15時 20分)with Google Translate 】 https://t.co/ZsuQIOHTCk,japan,ja
1.30285E+18,ぴ→たん,2020,Sep,07,06:20:44,"！！！！

世界初、プラズマクラスター技術で、空気中に浮遊する 「新型コロナウイルス」の減少効果を実証 https://t.co/ohvjPwC08X",なんとなく中部,ja
1.30285E+18,Kanon💹実践トレードを公開中,2020,Sep,07,06:20:18,"だいぶ減りましたね☺️

東京都は7日午後3時時点の速報値で都内で新たに77人が新型コロナウイルスに感染していることを確認…https://t.co/6LUZGIEzyZ",日本投資機構株式会社,ja
1.30285E+18,ぶっちぎりあんてな@相互フォロー100%,2020,Sep,07,06:20:04,【9/7】東京都で新たに77人の感染確認　80人を下回るのは約２か月ぶり 　新型コロナウイルス https://t.co/G2JEO3vTlr,,ja
1.30285E+18,スフィア基準_bot,2020,Sep,07,06:20:02,Sphere公式ページで公開された「The Sphere standards and the Coronavirus response（https://t.co/nI6hcC6Xh0 ）」を日本語訳しました。新型コロナウイルスに対… https://t.co/vgrZ3UIqv6,Japan,ja
1.30285E+18,永田の住人,2020,Sep,07,06:20:00,(読売)評価する74％…安倍内閣の支持率は、新型コロナウイルス感染拡大後、政府の対策への不満などから低迷が続いていた。だが、健康状態の悪化に伴う辞任表明を受け、長期政権の実績が再評価されたとみられる。政権末期に支持率が大幅に上昇し… https://t.co/3aJdWWugHx,東京都千代田区永田町,ja
1.30285E+18,中竹一石二鳥,2020,Sep,07,06:19:56,"勝負服。
6Rと12Rに出走予定の毒島誠選手とお揃い。
コロナウイルスのチャリティーで買ったやつ。 https://t.co/QQhHv4kLR4",寺井一択の広告塔,ja
1.30285E+18,ちょき👻,2020,Sep,07,06:19:55,世界初、シャープのプラズマクラスターが新型コロナウイルスに減少効果 - 家電 Watch https://t.co/QlRrwexbhQ,ﾗｸｶﾞｷ王国ﾎﾟﾝｺﾂ村🐾,ja
1.30285E+18,m_sato,2020,Sep,07,06:19:49,新型コロナウイルス対策緊急提言：コロナ禍が生んだ新たな顧客層「デジタル・アダプター」の台頭～金融機関は顧客の金融リテラシー・ITリテラシーを考慮した幅広い対応でCXを向上させよ (野村総合研究所) https://t.co/50Odbv37la,大阪市西区立売堀,ja
1.30285E+18,直美♀彼氏欲しい(^o^)♪,2020,Sep,07,06:19:33,新型コロナウイルスにステロイド吸入薬! #ステロイド吸入薬 #アビガン #コロナ https://t.co/vwOof2zrQE,,ja
1.30285E+18,上田令子(東京都議/自由を守る会代表）,2020,Sep,07,06:19:33,"【新型コロナウイルス感染予防対策 ガイドライン等に基づく対策実行支援事業】
申請受付期間・助成対象期間が10月30日まで延長されております！
該当される事業者様ぜひご活用下さい。
NPOでもOKです！

https://t.co/auxCJekdFH",東京都江戸川区,ja
1.30285E+18,典子♀コロナ対策中♪,2020,Sep,07,06:19:18,コロナウイルス対策でコロナ治療薬が大人気(@_@) #コロナ治療薬 #covid19 →https://t.co/OaTVYYcZLz,,ja
1.30285E+18,タッキー,2020,Sep,07,06:19:12,@jijicom 新型コロナウイルス除去に話題と成った次亜塩素酸水だと新型コロナウイルス除去する以上に肺胞にダメージを与えるが、プラズマクラスターなら少なくとも肺胞にダメージを与えないでウイルス除去するだけ優秀,,ja
1.30285E+18,yuta@ヅカあか,2020,Sep,07,06:19:11,コロナウイルスのせいで、あんなに素晴らしいミュサロに拍手ひとつ送れなくてすごく悲しいし辛いんだけど、コロナウイルスがなかったら私はきっと見られなかったんだ……そんな風に思ってしまってほんと申し訳ない……,ディナー翔おめでとうございます！！！！！,ja
1.30285E+18,西村くにこ,2020,Sep,07,06:19:02,"神奈川県からのお知らせです。
「 医療機関・福祉施設従事者向け こころの相談 電話 」のご案内

新型コロナウイルス感染症の対応で、ストレスやこころの悩みを抱えていませんか？

電話番号：045 821 7700
受付時間：月～金… https://t.co/6x3hvUyUz1",,ja
1.30285E+18,政治･経済･国際ニュース評論,2020,Sep,07,06:18:56,【米CDC､死亡者予測とロックダウンの誤りを事実上認める】米疾病予防センター（CDC）は8月29日､新型コロナウイルスだけで死亡した米国人は従来発表のわずか6％であり､残りはほかの深刻な原因がある後期の高齢者であることを公表。死亡… https://t.co/nyvtnwTXJO,New York,ja
1.30285E+18,Takahiro Nakamura,2020,Sep,07,06:18:32,「新たに　人の感染確認」って、新型コロナウイルスが、今まで人間以外が感染するウイルスみたいなタイトルになってる。 https://t.co/xoWypvmHpu,山口県大島郡周防大島町,ja
1.30285E+18,かめ吉,2020,Sep,07,06:18:29,“国際オリンピック委員会（ＩＯＣ）のジョン・コーツ副会長は７日、来年に延期された東京五輪について、新型コロナウイルスのパンデミック（世界的大流行）の状況に関わらず予定通り開催されると語った。ＡＦＰ通信が会長の発言を引用して伝えた。” https://t.co/tjRLbQz0fM,,ja
1.30285E+18,i-Rescue119千葉四街道店,2020,Sep,07,06:18:20,四街道市のi-Rescue119千葉四街道店です。当店ではコロナウイルス対策の衛生管理はしっかりと行っております。このためご来店頂いたお客様には不快な思いをさせてしまうかもしれませんが、お客様を守るため自分を守るための対策です。ご理解ご了承のほどお願い致します。,千葉県四街道市四街道1-4-9 ブルースカイタワー1F,ja
1.30285E+18,hjungle,2020,Sep,07,06:17:47,“7日午後3時時点の速報値” → 東京都 新型コロナ 77人感染確認 100人下回るのは8月24日以来 | 新型コロナウイルス | NHKニュース https://t.co/5jarGsywWc,"Tokyo, Japan",ja
1.30285E+18,つん汰狼@🤬🍀ς➹,2020,Sep,07,06:17:10,この台風でコロナウイルス消えないかな？,じょんふぁむ､神まな､湯木ん子､カノエ民､血煙､おこぷれς➹,ja
1.30285E+18,拝島恭介,2020,Sep,07,06:16:59,【9/7】東京都で新たに77人の感染確認　80人を下回るのは約２か月ぶり 　新型コロナウイルス https://t.co/9f39No4r9P,(・(oo)・)´・ω・｀(○・ω・○),ja
1.30285E+18,K-BOOKS コスプレ館,2020,Sep,07,06:16:53,"現在新型コロナウイルス感染防止のため、ご利用を停止している試着室を利用して #アイチュウ コーナーを展開中です👏
トルソーを #斑尾巽 野生児チェンジ後衣装と #桃井恭介 1周年衣装に着せ替えました！
#kbooks… https://t.co/8QggdFvso2",東京都豊島区東池袋3-12-5 加藤第一ビル1F,ja
1.30285E+18,森川あずさ(くりくら きらり@mixi),2020,Sep,07,06:16:52,"本日の東京都の新型コロナウイルス新規感染者、77人((T_T))
週明けですが、100人以下は久しぶり。",神奈川県横浜市鶴見区,ja
1.30285E+18,TAIGA@融資専門行政書士,2020,Sep,07,06:16:50,"新型コロナウイルス感染症特別貸付について(日本政策金融公庫)
https://t.co/0P65vrmSIN",東京 目黒区,ja
1.30285E+18,朝顔®︎,2020,Sep,07,06:16:50,東京都は7日午後3時時点の速報値で都内で新たに77人が新型コロナウイルスに感染していることを確認したと発表しました。1日… https://t.co/4N35x6NEZo,都会の片隅,ja
1.30285E+18,rakuson2,2020,Sep,07,06:16:42,世界初、プラズマクラスター技術で、空気中に浮遊する 「新型コロナウイルス」の減少効果を実証 https://t.co/DdwVOAzloS,北海道函館市,ja
1.30285E+18,clio the muse,2020,Sep,07,06:16:27,"東京都は７日、新型コロナウイルスの感染者が新たに７７人確認されたと発表。

777

https://t.co/P5zDnMkB3A https://t.co/7RsqpKo7oX",,ja
1.30285E+18,けい,2020,Sep,07,06:16:22,"感染率が高いだけの存在です。
致死率と感染率は反比例するのが普通なので風邪ウイルスと呼ばれるコロナウイルス(旧型)にも特効薬は無いし感染率も高い。
風邪から肺炎なんて当たり前に起こるもの。
正しく怖がって正しく健康に生きよう！",,ja
1.30285E+18,けい,2020,Sep,07,06:16:21,"#新型コロナ
騒ぎ立てる前から日本では年間11~12万人が肺炎で亡くなるのは知ってます？
それもコロナウイルスかもしれません。元々コロナウイルスは紀元前8000年？頃から存在してます
それが変異しただけでSARSやMARSに比べ致死率が低く",,ja
