id,name,year,month,day,hour,text,geo,coordinates,place,location,lang
1.30259E+18,Threader,2020,Sep,06,12:48:40,"@pageman Hi Paul, Threader doesn't work with this word. Mention us with the keyword 'compile' to trigger our bot.… https://t.co/ewcRTAgvgx",,,,Author? You can opt-out with the keyword “pause”,en
1.30259E+18,Yanya,2020,Sep,06,12:48:23,"@zmjprincess yes. even you can filter them by keyword, username or etc. replies and retweets as well. play with fil… https://t.co/KSdsADXFpd",,,,"Göteborg, Sverige",en
1.30259E+18,Midweb Services,2020,Sep,06,12:46:14,"Once you've established the main keyword of your site, then use related words or synonyms to help optimize your web… https://t.co/xpcd8CF7YB",,,,Staffordshire UK,en
1.30259E+18,Flex,2020,Sep,06,12:45:51,"@ammarterasu Setelah gue nonton di reuploader dan nyari keyword prank terparah di twitter, akhirnya gue tau maksudn… https://t.co/QD0ZEsxH5m",,,,Betelgeuse,in
1.30259E+18,𝑪💫,2020,Sep,06,12:42:16,Mau nntn fullnyaaaa pls apaa keyword nyaaaaa hikssss. https://t.co/qgEW4x0iTY,,,,7for7,in
1.30259E+18,Threader,2020,Sep,06,12:40:40,"@iffyChika Hey iheyinwa, use the keyword 'compile' to trigger Threader's bot.

More info here: https://t.co/ATsFKIG9Bv",,,,Author? You can opt-out with the keyword “pause”,en
1.30259E+18,naki semi ia,2020,Sep,06,12:38:38,"lettuce... do a challenge 👁🦷👁

give me a ship and a keyword and i'll giv u 3 lines of dialouge lang to make the sce… https://t.co/LZjttHDuBV",,,,21 ↑ she/her,en
1.30259E+18,⟬⟭ (｡♡‿♡｡)⁷🐥🐰,2020,Sep,06,12:38:18,What if jimin is a keyword for jungkook and v was the one who left with him?? https://t.co/cx56S3FB48,,,,,en
1.30259E+18,Matthew Rowles,2020,Sep,06,12:36:06,@evilokapi Nope. There's a keyword in topas that helps to convert stuff into eV and you can do rietveld fits directly in E-space.,,,,"Perth, Western Australia",en
1.30259E+18,Masaru Kamei,2020,Sep,06,12:34:38,https://t.co/EQOXb2IAiy芳根京子&amp;op=AND&amp;keyword_not=&amp;op_not=OR&amp;year_1=&amp;month_1=&amp;day_1=&amp;year_2=&amp;month_2=&amp;day_2=&amp;from_hour… https://t.co/ZXGvvCGj5H,,,,Japan,und
1.30259E+18,Furret76,2020,Sep,06,12:34:07,"@Stormy_Folf That keyword retweet

Its not a very dignified way to get likes but it works",,,,"Cabot, AR",en
1.30259E+18,清田直人/バッチオ,2020,Sep,06,12:33:50,@keyword_k わかるなんか逆に塩梅わからん,,,,東京,ja
1.30258E+18,Rookie,2020,Sep,06,12:30:30,@coolfunnytshirt Bhai keyword miss kar rahe ho tum https://t.co/nxGsoCvx1M,,,,"Mumbai, India",et
1.30258E+18,🦀CrabboChrisso🦝,2020,Sep,06,12:27:33,"I MISSED LIKE THREE PROMPTS BC OF TOOTHY HURTY
Here is the one for day three, keyword ""muster"".
Hope you enjoy!… https://t.co/sl10Wu9hOD",,,,Germany,en
1.30258E+18,🐥,2020,Sep,06,12:27:28,@bubblybube search di google pake keyword secreto a,,,,Indonesia,en
1.30258E+18,Некстджен и Усиление,2020,Sep,06,12:25:53,"У нас есть:

* Three 👏 way 👏 comparison 👏
* Designated initializers 💪💪💪
* constinit keyword 😉
* std::ranges 😍😍😍
*… https://t.co/CocZuAu1eK",,,,eternal void,und
1.30258E+18,Threader,2020,Sep,06,12:24:40,"@AAAprosarmostos Hey ΑΑΑπροσαρμοστος_Γαδαρακος, use the keyword 'compile' to trigger Threader's bot.

More info her… https://t.co/j7mIplm2SD",,,,Author? You can opt-out with the keyword “pause”,und
1.30258E+18,Fawad Khan,2020,Sep,06,12:23:16,"@abbaskhaan_ @PTIofficial Q. How to be truly patriotic? 
A. Just replace every slogan's keyword with Pakistan",,,,,en
1.30258E+18,🌸ℌ𝔞𝔩𝔤𝔞𝔩𝔞𝔷🌸,2020,Sep,06,12:19:27,"@e_c98 wip must be a keyword to get attention 😭😭 traction depends a lot on the hour , I always post before going to… https://t.co/O8eWW5Ge5l",,,,France,en
1.30258E+18,teh vy,2020,Sep,06,12:16:05,@biskuitcrackers @collegemenfess Muk tanya yg sebelah kiri keyword nya apa kalo cari di olshop,,,,,in
1.30258E+18,cm,2020,Sep,06,12:14:46,@biskuitcrackers @collegemenfess keyword nya apa kalo mau beli,,,,she/her ,in
1.30258E+18,Iife is shyt,2020,Sep,06,12:12:40,@jjjohnny23 @KTHPERVT @xeemthxee @jensom_ @AREAJULID Ya 2018 itu yang era rame akhirnya diapusin video2 keyword jen… https://t.co/FXfHb7Uu9M,,,,,in
1.30258E+18,𖧵yolle⁷生,2020,Sep,06,12:10:11,@BEOMGYUQUU cari pake keyword coba,,,,world,in
1.30258E+18,Mimi 🤳 tjinking bout irls,2020,Sep,06,12:09:59,Aight ima. TRY and sleep (keyword try) i'll get back to the thread when im on again &lt;3 see yall later ❤,,,,She/Her,en
1.30258E+18,Ali Javaid,2020,Sep,06,12:09:14,@garf_art The problem with keyword search in Google n then finding relevant articles that support your narrative is… https://t.co/cGuHJGmgMM,,,,faisalabad,en
1.30258E+18,tacaa,2020,Sep,06,12:08:16,"@yakali_min @srikandhi__ @omybeautybank Mff jbjb,itu di Google?kalo iya keyword nya apa?",,,,,in
1.30258E+18,Threader,2020,Sep,06,12:06:40,"@Buckaroo1967 Hey Buckaroo1967, use the keyword 'compile' to trigger Threader's bot.

More info here: https://t.co/ATsFKIG9Bv",,,,Author? You can opt-out with the keyword “pause”,en
1.30258E+18,BTS PAKISTAN GALAXY ⟭⟬ ⁷🇵🇰🧨,2020,Sep,06,12:06:16,"[ 🎧 ] The party has started! 🎉

Share YT + Shazam screenshots with us 📸

💥💥💥💥💥🧨🧨🧨

Use keyword: DynamiteTo400M

Mak… https://t.co/SJyEvstT5E",,,,Pakistan,en
1.30258E+18,candy🥵,2020,Sep,06,12:04:48,@614nim keyword nya 😇 serah lu sat😇,,,,i realized that 찬백 is real!,in
1.30258E+18,❄︎ 𝐇𝐲𝐮𝐧𝐉𝐢𝐳 IN生 | wallpaper📌,2020,Sep,06,12:04:37,"/me scrolling keyword “stray kids fanart”/
/thinking about posting one/
/seeing other stay’s fanart/
/insecure/
/so… https://t.co/7saWZ4pao9",,,,𝐒𝐊𝐙 𝐈𝐒𝐋𝐀𝐍𝐃 ♡︎ she/her,en
1.30258E+18,Jennifer,2020,Sep,06,12:02:58,Let me be clear about this; porn is problematic (keyword) for two reasons:,,,,,en
1.30258E+18,ray 生,2020,Sep,06,12:01:12,"@fanboytwiceskz searchnya gmna keyword nya,,, eh gmna si ko ak gapaham😭",,,,06 | she/her | selective,in
1.30258E+18,TattleTail 🇺🇸 🇺🇸 🇺🇸,2020,Sep,06,12:00:33,"@realDonaldTrump ""Look"" is his dementia keyword. Babbling idiocy seems to always follow ""Look"".",,,,Tell the police.,en
1.30258E+18,Cale!!!,2020,Sep,06,12:00:24,"@OOTDFESS No 1 nderr kalo biar ga terlalu keliatan kurus

Btw baju yg no 2 beli di manaa? Terus yg tau, nama bajunya apa itu keyword nyaa?",,,,selective following,in
1.30258E+18,𝒄𝒊𝒏𝒂𝒏,2020,Sep,06,11:54:42,"@womanfeeds_id Hmm ga bisa drop ootdnya karena gapernah😬 saranku, coba cek di pinterest pake keyword “birthday lunch outfit”",,,,Jakarta Capital Region,in
1.30258E+18,Cik Maneess 🇲🇾,2020,Sep,06,11:54:34,"QUALITY SCORE
Betapa relevan keyword ini dengan listing kita. Lagi tinggi lagi bagus.

SEARCH VOLUME
Jumlah search… https://t.co/xrI1blNabY",,,,,in
1.30258E+18,aurora,2020,Sep,06,11:54:24,@unsrifess ahbstrak keyword authorio,,,,,nl
1.30258E+18,Wianto Lim,2020,Sep,06,11:51:54,"@IndosatCare mohon dibantu. saya selalu gagal beli paket nelpon
""Maaf, keyword yang Anda masukan salah. Untuk infor… https://t.co/tKxLJ0LXd1",,,,,in
1.30258E+18,suka nugreentea,2020,Sep,06,11:51:08,@hazardousIy akuu udah nyari pake keyword ituu tp munculnya cuman yg ini https://t.co/zEydEiKyGG,,,,,in
1.30257E+18,ℝ𝕖𝕖𝕫,2020,Sep,06,11:47:30,@haezthetic What's the keyword? 😭🤣🤣,,,,,en
1.30257E+18,koceng kresek,2020,Sep,06,11:46:12,"@womanfeeds_id udah sering ditanyain dibase nder search pake keyword aja, kalo kurang reviewnya cari di google, sociolla, female daily",,,,,in
1.30257E+18,🍑 ninddy,2020,Sep,06,11:42:00,"@jenoojjaem engga, tapi mereka search keyword itu",,,,,in
1.30257E+18,iBot,2020,Sep,06,11:40:43,keyword buat nyari kucing ini apa? https://t.co/uw8j5zG9QH,,,,Kebayoran Baru,in
1.30257E+18,Bootstrapping Ecommerce,2020,Sep,06,11:40:15,"The best free &amp; premium keyword tools all digital marketers can use! https://t.co/JOMfa2H9UO

#ecommerce #entrepreneur",,,,,en
1.30257E+18,𝐜𝐚𝐜𝐡𝐚 D-DAY THE GIFTED GRADUATION✨,2020,Sep,06,11:40:09,@butuhliburann aku juga minta maaf huhu😔 btw itu dicari di searchbar pake keyword 'au jaehyun penyiar radio' gaada ya?,,,,🇰🇷 🇮🇩 🇹🇭,in
1.30257E+18,Noona,2020,Sep,06,11:39:21,@pow_shine @amsqlzq @mynameisnanon Stiker nya yg kek gitu keyword nya apa,,,,,in
1.30257E+18,micin sender •KINDA IA | IN生,2020,Sep,06,11:36:45,"@hanikedua huaaa sampe cari tp keyword nya ""hoodie skz"" ""Hoodie idol"" ak bego bgt ga ngerti😭👎",,,,02L,in
1.30257E+18,natalie♡ TOH spoilers,2020,Sep,06,11:35:45,@Mayathemanic i don’t even like the way it looks tbh. the keyword there was “briefly”,,,,Appearing everywhere you look,en
1.30257E+18,Nelson Peñaherrera Castillo,2020,Sep,06,11:35:20,And I think the keyword is that – partnership. And #partnership could work perfectly in the second range of… https://t.co/oaZuFysmSp,,,,"sullana, Piura, Perú",en
1.30257E+18,Aria Rajasa Masna,2020,Sep,06,11:35:00,"Gila si ini, dari android app nya bisa kok checkout.

Cari aja keyword Black Panther, Killmonger, Shuri. https://t.co/8HCO53AjHh",,,,"Jakarta, Indonesia",in
1.30257E+18,micin sender •KINDA IA | IN生,2020,Sep,06,11:33:33,"pengen sekali beli baju atau hoodie atau apa kek yang mirip bias, tapi nyarinya gmn, keyword nya apa☹️",,,,02L,in
1.30257E+18,Amratanshu Shrivastava,2020,Sep,06,11:32:10,"@Real_hihellhi @appleparody_usa @MKBHD Yeah man, the keyword before optical was imp. I hinted at the multi-x zooms.… https://t.co/rqPtkR3BhZ",,,,,en
1.30257E+18,olatunde 💡💡💡,2020,Sep,06,11:28:35,@HenryCarterIV @crystalabeeke @Bami______ But she threaten lay on that she is going to kill him keyword THREATEN,,,,,en
1.30257E+18,nis.,2020,Sep,06,11:28:28,"@literarybase coba cari pake keyword metropop untuk terbitan GM, city light untuk yg terbitan elex nder. banyak lis… https://t.co/Id7CDiNHsz",,,,,in
1.30257E+18,Invisible Opera Company of Tibet,2020,Sep,06,11:27:00,@RadicuIatus @ordurebizzare Bikin keyword dong kaya meemfeast,,,,رماح,in
